Ind_ID,CHILDREN,Annual_income,EDUCATION,Housing_type,Age,Employment_Year,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,GENDER_M,Marital_status_Married,Marital_status_Separated,Marital_status_Single / not married,Marital_status_Widow,Car_Owner_Y,Propert_Owner_Y,Type_Income_Pensioner,Type_Income_State servant,Type_Income_Working
5009195,0,292500,1,5,57,24.0,1,1,1,0,6.0,2,0,0,1,0,0,0,0,0,0,1,0
5139548,2,157500,3,5,37,17.0,1,0,1,0,15.0,4,0,0,1,0,0,0,1,1,0,0,0
5096416,0,76500,1,5,46,0.0,1,1,0,0,1.0,2,0,0,1,0,0,0,0,0,0,0,1
5042286,0,157500,1,5,30,3.0,1,0,0,0,18.0,1,0,0,0,0,1,0,0,1,0,0,1
5050729,0,180000,1,0,23,1.0,1,0,0,0,1.0,1,0,1,0,0,1,0,1,0,0,0,1
5038897,0,135000,1,5,63,38.0,1,0,1,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5050973,1,112500,1,5,44,21.0,1,0,0,0,2.0,2,0,0,0,0,1,0,0,0,0,1,0
5044935,2,360000,3,5,44,15.0,1,0,1,0,8.0,4,0,1,1,0,0,0,0,1,0,1,0
5113539,0,157500,1,5,57,5.0,1,0,0,0,4.0,2,0,0,1,0,0,0,0,1,0,0,1
5085990,0,225000,1,5,59,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,1,1,1,0,0
5033452,0,112500,1,5,52,15.0,1,1,1,0,2.0,2,0,0,1,0,0,0,0,0,0,0,1
5051240,0,121500,1,5,64,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,1,0,1,0,0
5065335,0,202500,0,1,27,5.0,1,0,1,0,5.0,2,0,1,1,0,0,0,0,1,0,0,0
5145978,0,112500,1,5,54,16.0,1,0,0,0,18.0,1,0,0,0,0,0,1,1,0,0,1,0
5105614,2,135000,3,5,34,1.0,1,0,0,0,6.0,4,0,0,1,0,0,0,1,1,0,0,1
5038845,0,103500,1,5,47,4.0,1,1,1,0,5.0,2,0,0,1,0,0,0,0,1,0,0,0
5105556,0,157500,1,5,54,12.0,1,0,0,0,4.0,2,0,0,1,0,0,0,0,1,0,0,1
5028383,0,337500,1,0,31,9.0,1,0,0,0,2.0,1,0,1,0,0,1,0,1,0,0,0,1
5009980,0,180000,1,5,57,11.0,1,0,0,0,15.0,2,0,0,1,0,0,0,1,1,0,1,0
5062075,0,112500,1,5,59,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5009706,0,157500,3,5,32,1.0,1,0,0,0,8.0,2,0,0,1,0,0,0,0,0,0,0,1
5146463,0,360000,3,5,27,5.0,1,0,0,0,1.0,2,0,1,1,0,0,0,1,0,0,1,0
5112662,1,135000,1,5,34,2.0,1,0,0,0,8.0,3,0,0,1,0,0,0,0,0,0,0,0
5096796,0,337500,3,5,36,2.0,1,0,0,0,4.0,1,0,1,0,1,0,0,1,1,0,0,1
5066843,0,135000,1,5,47,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5066597,1,360000,3,5,41,5.0,1,0,0,0,5.0,3,0,0,0,0,0,0,0,0,0,0,0
5047704,2,210000,1,5,40,4.0,1,0,0,0,1.0,3,0,0,0,0,1,0,0,1,0,0,1
5009074,1,450000,3,5,49,2.0,1,0,1,1,2.0,3,0,0,1,0,0,0,1,1,0,1,0
5090954,0,270000,1,5,53,34.0,1,0,1,1,15.0,1,0,0,0,1,0,0,0,0,0,1,0
5143019,0,270000,1,0,32,2.0,1,1,1,0,4.0,2,0,1,1,0,0,0,0,0,0,0,1
5118617,0,270000,3,5,43,14.0,1,0,0,0,5.0,1,0,0,0,0,1,0,0,0,0,0,0
5116018,0,450000,3,5,61,38.0,1,0,1,0,0.0,1,0,0,0,0,0,1,1,1,1,0,0
5139662,0,157500,0,5,64,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5042232,0,112500,1,5,35,17.0,1,1,0,0,5.0,1,0,0,0,0,1,0,0,1,0,0,0
5125317,0,292500,1,5,57,7.0,1,0,0,0,1.0,2,0,1,1,0,0,0,1,0,0,0,0
5068038,0,112500,1,0,47,26.0,1,0,0,0,15.0,2,0,0,1,0,0,0,0,0,0,1,0
5038814,0,247500,1,5,53,2.0,1,0,0,0,1.0,2,0,0,1,0,0,0,0,1,0,0,0
5095356,0,157500,1,0,25,3.0,1,0,0,0,5.0,1,0,0,0,0,1,0,0,0,0,0,1
5037266,0,225000,1,5,33,4.0,1,0,0,0,10.0,1,0,1,0,0,1,0,1,0,0,0,1
5052865,0,94500,2,5,38,9.0,1,1,1,0,5.0,2,0,0,1,0,0,0,0,1,0,0,0
5096211,0,81000,1,5,39,0.0,1,1,0,0,11.0,2,0,1,0,0,0,0,0,0,0,0,1
5023280,0,180000,1,5,46,7.0,1,0,0,0,5.0,2,0,0,1,0,0,0,1,1,0,0,0
5132340,2,198000,2,5,43,8.0,1,0,0,0,1.0,3,0,0,0,1,0,0,0,1,0,0,0
5136012,3,180000,3,5,37,19.0,1,0,0,0,2.0,5,0,0,1,0,0,0,0,0,0,0,1
5045917,0,315000,1,1,47,6.0,1,0,0,0,10.0,2,0,1,1,0,0,0,1,1,0,0,0
5041073,0,67500,1,5,50,1.0,1,0,0,0,4.0,2,0,0,0,0,1,0,0,1,0,0,1
5149660,1,180000,1,5,33,8.0,1,0,0,0,19.0,3,0,0,0,0,0,0,0,1,0,0,0
5022756,1,202500,1,5,30,9.0,1,0,0,0,5.0,2,0,0,0,1,0,0,0,0,0,0,0
5036562,1,112500,1,5,33,14.0,1,1,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,1
5117754,0,306000,1,5,44,5.0,1,0,0,0,8.0,2,0,1,1,0,0,0,1,0,0,0,1
5125281,1,90000,1,5,45,10.0,1,0,0,1,5.0,3,0,0,1,0,0,0,0,1,0,0,1
5149039,2,270000,3,5,30,10.0,1,0,0,0,4.0,4,0,0,0,0,0,0,0,1,0,0,0
5021267,1,270000,1,5,40,13.0,1,0,0,0,4.0,3,0,0,1,0,0,0,1,1,0,0,1
5125166,1,234000,1,5,33,5.0,1,0,0,0,4.0,3,0,1,1,0,0,0,0,1,0,0,1
5125524,2,171000,1,2,38,16.0,1,1,1,0,2.0,4,0,1,1,0,0,0,0,0,0,0,1
5010089,0,225000,1,5,28,5.0,1,0,0,0,4.0,2,0,0,1,0,0,0,0,0,0,0,0
5126457,0,94500,3,5,46,1.0,1,0,0,0,14.0,2,0,0,1,0,0,0,0,0,0,0,1
5142763,0,117000,1,0,27,1.0,1,0,0,0,5.0,1,0,0,0,0,1,0,0,0,0,0,0
5023261,0,180000,1,5,58,5.0,1,0,0,0,10.0,2,0,1,1,0,0,0,1,1,0,0,0
5090861,0,202500,1,5,54,6.0,1,0,0,0,5.0,2,0,0,1,0,0,0,1,1,0,0,0
5146123,0,54000,1,5,55,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0
5023410,0,112500,1,5,59,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5010032,0,85500,1,5,61,38.0,1,0,1,0,0.0,2,0,1,1,0,0,0,1,1,1,0,0
5118397,0,135000,1,5,47,5.0,1,0,0,0,10.0,2,0,1,1,0,0,0,0,0,0,0,1
5033628,0,166500,3,5,65,37.0,1,0,0,0,1.0,2,0,0,1,0,0,0,0,1,0,1,0
5069399,0,157500,1,5,23,4.0,1,1,1,0,2.0,1,0,1,0,0,1,0,0,1,0,0,1
5008889,0,247500,3,1,47,4.0,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0
5022041,0,180000,1,5,28,4.0,1,0,0,1,5.0,2,0,1,1,0,0,0,0,1,0,0,1
5126124,0,72000,1,5,42,1.0,1,1,1,0,15.0,2,0,0,1,0,0,0,1,0,0,0,1
5023563,0,202500,1,5,49,27.0,1,0,0,0,2.0,1,0,0,0,0,0,1,0,1,0,0,1
5050853,0,180000,3,5,26,4.0,1,0,0,0,7.0,1,0,1,0,0,1,0,0,0,0,0,0
5024412,0,270000,3,5,51,14.0,1,0,0,0,8.0,2,0,1,1,0,0,0,1,0,0,0,1
5090612,0,202500,3,5,38,8.0,1,0,0,0,6.0,2,0,0,1,0,0,0,1,0,0,0,1
5028274,2,360000,2,5,35,6.0,1,0,0,0,6.0,4,0,0,1,0,0,0,1,0,0,0,1
5028996,0,270000,3,5,34,1.0,1,0,0,0,1.0,2,0,1,1,0,0,0,1,1,0,0,1
5126322,0,270000,1,5,49,5.0,1,1,1,0,7.0,2,0,0,1,0,0,0,0,0,0,0,1
5053610,0,112500,1,2,56,10.0,1,0,0,0,1.0,2,0,0,1,0,0,0,0,1,0,0,1
5069227,0,154500,1,5,47,3.0,1,0,1,0,5.0,2,0,0,1,0,0,0,1,1,0,0,0
5137401,0,157500,3,5,47,8.0,1,0,0,0,15.0,1,0,0,0,1,0,0,0,0,0,0,1
5142812,0,202500,1,5,32,12.0,1,1,1,0,2.0,2,0,1,1,0,0,0,1,0,0,1,0
5053114,0,99000,1,5,65,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5149027,0,162000,1,5,62,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5145869,0,225000,1,5,57,38.0,1,0,1,0,0.0,1,0,0,0,1,0,0,0,1,1,0,0
5053354,0,225000,1,5,50,0.0,1,0,0,0,4.0,2,0,0,1,0,0,0,1,0,0,0,1
5087944,0,72000,1,5,55,6.0,1,1,1,0,9.0,1,0,0,0,0,0,1,0,1,0,0,1
5035688,0,135000,1,5,45,23.0,1,0,0,0,4.0,2,0,0,0,0,0,0,1,1,0,0,1
5068491,1,315000,3,5,50,0.0,1,0,1,0,1.0,3,0,1,1,0,0,0,0,0,0,0,0
5044860,0,167400,1,5,52,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5117047,0,180000,1,5,63,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5022676,0,135000,1,5,64,38.0,1,0,0,0,0.0,2,0,1,1,0,0,0,0,1,1,0,0
5009739,0,99000,1,5,40,12.0,1,1,1,0,2.0,2,0,0,1,0,0,0,1,0,0,0,1
5096991,1,225000,3,5,34,0.0,1,0,0,0,2.0,3,0,0,1,0,0,0,0,1,0,0,0
5067982,0,153000,3,0,55,21.0,1,0,0,1,8.0,1,0,1,0,1,0,0,1,1,0,0,1
5135982,0,423000,1,5,37,9.0,1,0,0,0,16.0,1,0,0,0,1,0,0,0,1,0,0,0
5046362,0,90000,1,0,39,0.0,1,1,1,0,5.0,2,0,0,0,0,0,0,0,1,0,0,1
5066817,1,360000,3,5,45,11.0,1,0,0,1,8.0,2,0,0,0,0,0,1,1,0,0,0,1
5143519,0,247500,1,5,64,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0
5068888,0,225000,1,5,64,13.0,1,0,0,0,15.0,2,0,0,1,0,0,0,0,1,0,0,1
5150412,0,67500,1,5,61,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5067924,0,112500,1,5,62,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5056149,0,157500,1,5,64,38.0,1,0,0,0,4.0,2,0,1,1,0,0,0,1,0,0,0,1
5022308,0,90000,1,5,52,9.0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1
5068465,1,90000,1,5,28,5.0,1,0,1,0,16.0,3,0,0,1,0,0,0,0,1,0,0,0
5036881,0,225000,1,5,62,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,1,1,1,0,0
5137033,1,112500,1,5,39,1.0,1,0,1,0,4.0,3,0,1,1,0,0,0,1,0,0,0,1
5148812,0,112500,1,5,61,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5100220,2,315000,1,5,42,17.0,1,0,0,0,10.0,4,0,1,1,0,0,0,1,1,0,0,0
5078842,1,135000,1,0,29,0.0,1,0,0,0,16.0,3,0,0,1,0,0,0,1,1,0,0,1
5010526,1,450000,3,4,51,7.0,1,0,0,0,8.0,3,0,1,1,0,0,0,1,1,0,0,1
5105150,0,90000,3,5,52,5.0,1,0,0,0,5.0,2,0,0,1,0,0,0,0,1,0,0,1
5045253,1,270000,1,5,57,10.0,1,0,0,0,2.0,3,0,0,1,0,0,0,0,1,0,0,1
5100000,1,180000,1,5,42,9.0,1,0,0,0,5.0,3,0,0,1,0,0,0,0,0,0,0,0
5029725,1,135000,3,5,27,8.0,1,1,0,1,2.0,3,0,0,1,0,0,0,0,1,0,0,0
5090925,0,243000,1,0,47,9.0,1,0,0,0,4.0,2,0,0,1,0,0,0,0,1,0,0,0
5115947,0,225000,1,5,26,3.0,1,0,0,0,1.0,1,0,1,0,0,1,0,1,1,0,0,1
5028572,0,112500,3,5,60,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5022373,1,234000,1,5,57,22.0,1,0,0,0,2.0,2,0,0,0,0,1,0,0,1,0,0,1
5149040,0,180000,1,5,54,10.0,1,0,0,0,4.0,2,0,0,0,0,0,0,0,1,0,0,1
5113291,2,121500,2,5,31,0.0,1,1,1,0,2.0,4,0,0,1,0,0,0,1,1,0,0,1
5139951,0,121500,1,5,55,9.0,1,1,0,0,1.0,2,0,0,1,0,0,0,1,1,0,1,0
5028697,1,270000,3,1,30,1.0,1,0,1,0,4.0,3,0,1,1,0,0,0,1,0,0,0,1
5148527,0,180000,1,5,64,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5009443,0,90000,1,5,26,5.0,1,0,1,0,1.0,2,0,0,1,0,0,0,0,0,0,1,0
5096621,1,135000,1,5,40,4.0,1,0,1,0,4.0,3,0,0,1,0,0,0,0,0,0,0,1
5149150,0,247500,1,5,30,10.0,1,1,0,0,4.0,2,0,1,1,0,0,0,1,1,0,0,1
5118448,1,76500,1,5,28,2.0,1,1,0,0,5.0,3,0,0,1,0,0,0,0,0,0,0,1
5116818,0,85500,1,3,45,24.0,1,1,1,0,2.0,1,0,1,0,1,0,0,0,1,0,1,0
5022833,0,202500,1,5,47,4.0,1,0,0,0,2.0,2,0,1,1,0,0,0,1,1,0,0,1
5086006,0,157500,1,5,59,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5010397,1,225000,3,5,39,4.0,1,1,1,0,7.0,3,0,0,1,0,0,0,1,1,0,0,1
5047789,0,225000,3,5,29,3.0,1,0,0,0,1.0,2,0,0,1,0,0,0,1,1,0,0,0
5105657,2,540000,3,5,39,1.0,1,0,1,1,1.0,3,0,0,0,0,1,0,1,1,0,0,1
5150047,0,283500,1,5,49,2.0,1,0,0,0,5.0,2,0,0,1,0,0,0,0,1,0,0,1
5035791,0,90000,1,5,60,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,1,1,1,0,0
5021682,0,225000,1,5,51,10.0,1,0,0,0,9.0,1,0,1,0,1,0,0,0,1,0,0,0
5088699,0,252000,1,5,48,3.0,1,0,0,0,15.0,2,0,0,1,0,0,0,1,1,0,0,1
5115797,1,135000,1,5,40,20.0,1,0,0,0,4.0,2,0,0,0,0,1,0,0,1,0,0,0
5023460,0,315000,1,5,58,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,1,1,1,0,0
5096466,1,450000,3,5,53,15.0,1,1,0,0,8.0,3,0,1,1,0,0,0,1,0,0,0,1
5146472,0,180000,3,5,39,10.0,1,0,0,0,5.0,2,0,0,0,0,0,0,1,1,0,0,0
5024527,0,270000,1,5,57,38.0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5095193,1,495000,1,5,30,3.0,1,0,1,0,8.0,3,0,1,1,0,0,0,1,1,0,0,0
5068156,0,180000,1,5,54,9.0,1,0,0,0,1.0,2,0,1,1,0,0,0,1,1,0,0,1
5117756,0,306000,1,5,44,5.0,1,0,0,0,8.0,2,0,1,1,0,0,0,1,0,0,0,1
5066507,0,157500,1,5,48,21.0,1,0,1,0,16.0,1,0,0,0,0,1,0,0,1,0,0,1
5143164,2,180000,1,5,38,4.0,1,1,0,0,6.0,4,0,0,1,0,0,0,0,0,0,0,0
5088834,0,612000,1,5,34,10.0,1,0,0,1,6.0,2,0,0,1,0,0,0,0,1,0,1,0
5135841,1,36000,1,5,34,3.0,1,0,1,0,2.0,3,0,0,1,0,0,0,0,1,0,0,1
5023059,1,112500,1,5,31,1.0,1,0,0,0,4.0,3,0,1,1,0,0,0,1,1,0,0,1
5125325,0,292500,1,5,57,7.0,1,0,0,0,1.0,2,0,1,1,0,0,0,1,0,0,0,0
5135574,0,180000,1,5,32,3.0,1,0,0,0,15.0,2,0,0,1,0,0,0,1,1,0,0,1
5009053,2,202500,3,5,30,6.0,1,0,0,1,2.0,4,0,0,1,0,0,0,0,1,0,0,1
5028292,0,292500,3,5,54,35.0,1,0,1,0,2.0,1,0,0,0,1,0,0,0,1,0,0,1
5029108,1,315000,1,5,36,10.0,1,0,0,1,7.0,3,0,1,1,0,0,0,1,0,0,1,0
5091400,0,135000,1,0,34,2.0,1,0,0,0,1.0,2,0,0,1,0,0,0,0,0,0,0,1
5050768,2,337500,1,5,30,6.0,1,0,0,0,2.0,4,0,0,1,0,0,0,0,0,0,0,1
5113420,1,157500,1,2,35,15.0,1,0,0,0,2.0,2,0,0,0,0,1,0,0,0,0,0,1
5113132,0,360000,1,5,52,10.0,1,0,0,0,5.0,2,0,0,1,0,0,0,1,1,0,0,0
5062670,1,135000,3,5,41,12.0,1,0,0,0,8.0,3,0,0,1,0,0,0,1,1,0,0,1
5029352,0,270000,3,5,30,1.0,1,0,0,0,10.0,2,0,1,1,0,0,0,1,1,0,0,1
5105067,0,157500,2,5,37,1.0,1,1,1,0,1.0,2,0,1,1,0,0,0,0,1,0,0,1
5143573,0,157500,2,0,25,3.0,1,1,0,0,10.0,2,0,1,1,0,0,0,1,0,0,0,1
5045203,0,139500,1,5,58,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,1,1,1,0,0
5065673,0,135000,1,5,32,13.0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,1
5029544,1,133650,1,5,40,5.0,1,0,0,0,1.0,3,0,0,1,0,0,0,1,1,0,0,0
5045800,1,427500,1,5,33,7.0,1,0,1,0,10.0,3,0,1,1,0,0,0,1,1,0,0,1
5111159,1,81000,3,5,29,4.0,1,1,1,0,2.0,3,0,0,1,0,0,0,1,1,0,0,1
5099957,1,225000,3,5,31,1.0,1,0,0,0,6.0,3,0,0,1,0,0,0,1,1,0,0,0
5143360,0,126000,1,5,62,6.0,1,1,1,0,7.0,2,0,0,1,0,0,0,0,1,0,0,1
5091753,2,135000,3,5,35,4.0,1,0,0,0,2.0,4,0,1,1,0,0,0,1,0,0,0,1
5117403,0,94500,1,5,46,4.0,1,0,0,0,13.0,2,0,0,1,0,0,0,0,0,0,0,1
5149319,1,180000,3,5,52,16.0,1,0,0,0,8.0,2,0,0,0,1,0,0,1,1,0,0,1
5137542,0,157500,1,5,52,9.0,1,1,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,1
5095170,0,252000,3,5,38,7.0,1,0,0,0,10.0,2,0,1,1,0,0,0,1,1,0,0,0
5090780,1,202500,1,5,33,9.0,1,0,0,0,8.0,3,0,0,1,0,0,0,0,0,0,0,1
5092242,0,117000,1,5,57,6.0,1,0,0,0,1.0,2,0,0,1,0,0,0,0,0,0,0,1
5068671,0,247500,2,5,25,1.0,1,0,0,0,2.0,2,0,1,1,0,0,0,0,1,0,0,1
5143427,0,180000,1,5,64,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0
5087994,1,180000,2,5,43,18.0,1,0,0,0,1.0,3,0,1,0,0,0,0,1,1,0,0,0
5052739,2,180000,1,5,29,1.0,1,0,0,1,7.0,4,0,0,1,0,0,0,0,1,0,0,0
5068747,0,157500,3,0,36,1.0,1,0,0,0,6.0,2,0,0,0,0,0,0,0,0,0,0,1
5025029,0,135000,1,5,55,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,0,1,0,0
5149353,0,135000,3,5,33,9.0,1,0,0,0,6.0,2,0,1,1,0,0,0,1,1,0,0,0
5022571,0,202500,3,5,60,38.0,1,0,0,0,0.0,2,0,1,1,0,0,0,1,1,1,0,0
5024578,1,90000,1,0,28,4.0,1,0,0,0,4.0,3,0,0,1,0,0,0,0,0,0,0,1
5058405,0,247500,3,5,35,7.0,1,0,0,0,8.0,2,0,1,1,0,0,0,1,1,0,0,1
5041869,0,99000,1,5,53,1.0,1,1,1,0,2.0,2,0,1,1,0,0,0,1,0,0,1,0
5115894,0,247500,1,5,48,4.0,1,0,0,0,10.0,2,0,1,1,0,0,0,1,0,0,0,0
5062749,1,202500,3,5,37,7.0,1,0,0,0,1.0,3,0,1,1,0,0,0,1,0,0,1,0
5045611,2,90000,1,5,32,2.0,1,0,0,0,1.0,4,0,0,1,0,0,0,0,1,0,0,1
5113288,2,121500,2,5,31,0.0,1,1,1,0,2.0,4,0,0,1,0,0,0,1,1,0,0,1
5053003,0,157500,2,5,26,4.0,1,1,1,0,1.0,2,0,0,1,0,0,0,1,1,0,0,1
5118038,2,121500,3,5,32,2.0,1,0,0,0,17.0,4,0,0,1,0,0,0,0,0,0,0,1
5091405,0,135000,1,5,48,5.0,1,1,0,0,4.0,1,0,0,0,0,1,0,0,1,0,0,1
5137022,0,180000,1,5,50,1.0,1,1,1,0,4.0,1,0,0,0,0,0,1,0,0,0,1,0
5117594,0,144000,1,5,46,20.0,1,1,1,0,2.0,1,0,0,0,0,1,0,0,0,0,0,1
5085704,0,126000,1,5,53,38.0,1,0,0,0,0.0,2,0,1,1,0,0,0,1,1,1,0,0
5137292,1,225000,1,5,42,20.0,1,1,1,0,7.0,3,0,1,1,0,0,0,1,0,0,0,1
5038751,2,157500,3,0,39,2.0,1,0,0,0,10.0,4,0,1,1,0,0,0,1,1,0,0,0
5099900,0,157500,1,5,56,19.0,1,0,0,0,4.0,2,0,1,1,0,0,0,1,1,0,0,0
5116676,3,270000,1,5,37,1.0,1,1,0,0,4.0,5,0,1,1,0,0,0,1,1,0,0,1
5061321,1,261000,3,5,41,4.0,1,0,0,0,8.0,3,0,0,1,0,0,0,1,1,0,1,0
5139410,2,135000,1,5,40,17.0,1,1,0,0,2.0,4,0,0,1,0,0,0,1,1,0,1,0
5048486,0,202500,1,5,36,2.0,1,1,1,0,10.0,2,0,1,1,0,0,0,1,1,0,0,1
5139658,0,157500,0,5,64,38.0,1,0,0,0,0.0,2,0,0,1,0,0,0,0,1,1,0,0
5091280,1,103500,1,5,32,2.0,1,1,0,0,4.0,3,0,1,1,0,0,0,0,1,0,0,1
5023186,0,135000,1,5,47,7.0,1,0,1,0,2.0,2,0,1,1,0,0,0,1,1,0,0,1
5054307,1,135000,1,5,28,2.0,1,0,0,0,4.0,3,0,1,1,0,0,0,0,0,0,0,1
5116879,0,112500,3,0,30,0.0,1,1,1,0,7.0,1,0,0,0,0,1,0,0,0,0,0,1
5050453,1,231750,1,5,39,0.0,1,0,0,0,1.0,3,0,1,1,0,0,0,0,1,0,0,1
5022804,0,202500,3,5,33,4.0,1,0,0,0,8.0,1,0,0,0,0,0,1,1,1,0,0,1
5091374,0,247500,1,5,42,3.0,1,1,1,0,10.0,2,0,1,1,0,0,0,1,1,0,0,1
5135484,0,135000,3,2,29,5.0,1,0,0,0,2.0,1,0,0,0,0,1,0,0,1,0,1,0
5054188,0,135000,1,5,31,1.0,1,0,1,0,5.0,2,0,0,1,0,0,0,0,0,0,0,1
5054626,0,112500,1,5,60,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5068548,0,117000,1,5,53,3.0,1,0,0,0,4.0,2,0,1,1,0,0,0,1,1,0,0,0
5053472,0,112500,1,5,51,6.0,1,1,1,0,11.0,2,0,1,1,0,0,0,0,1,0,0,1
5105395,0,135000,2,5,30,2.0,1,0,0,0,18.0,1,0,0,0,0,1,0,0,1,0,0,1
5029554,0,103500,1,5,65,38.0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,0,0
5089722,0,315000,1,5,48,9.0,1,1,1,1,16.0,1,0,0,0,1,0,0,0,0,0,0,0
5066562,0,180000,2,0,23,1.0,1,1,0,1,5.0,2,0,0,1,0,0,0,0,0,0,0,0
5062547,3,247500,2,5,33,6.0,1,0,0,1,1.0,5,0,0,1,0,0,0,0,1,0,0,0
5010203,0,135000,0,0,27,5.0,1,0,0,1,4.0,2,0,1,1,0,0,0,1,1,0,0,1
5024665,0,157500,1,5,40,13.0,1,1,1,0,4.0,2,0,0,1,0,0,0,0,1,0,0,1
5089626,0,315000,3,5,44,1.0,1,1,1,1,5.0,2,0,0,1,0,0,0,0,0,0,0,0
5021373,0,247500,3,5,61,2.0,1,0,0,1,8.0,2,0,0,1,0,0,0,0,1,0,0,1
5054699,0,157500,3,5,44,19.0,1,0,0,0,4.0,2,0,1,1,0,0,0,1,1,0,0,1
5051180,1,157500,1,5,36,5.0,1,0,1,0,4.0,3,0,1,1,0,0,0,1,0,0,0,1
5143515,0,247500,1,5,64,38.0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0
5018461,1,166500,1,5,55,22.0,1,0,1,0,1.0,3,0,0,1,0,0,0,0,1,0,0,1
5096300,1,112500,1,5,26,6.0,1,0,0,0,7.0,3,0,0,1,0,0,0,0,0,0,0,0
5148897,0,90900,1,5,61,38.0,1,0,1,0,0.0,2,0,1,1,0,0,0,0,1,1,0,0
5025047,3,112500,1,5,32,10.0,1,1,1,0,1.0,5,0,0,1,0,0,0,1,0,0,0,1
5092164,0,45900,1,5,56,38.0,1,0,1,0,0.0,1,0,0,0,0,0,1,1,1,1,0,0
5053143,1,126000,1,5,34,0.0,1,0,1,0,1.0,3,0,1,0,0,0,0,0,1,0,0,1
5038510,0,103500,2,5,32,13.0,1,0,0,0,4.0,2,0,0,1,0,0,0,0,1,0,0,1
5023482,1,119250,1,5,44,12.0,1,1,1,0,2.0,3,0,0,1,0,0,0,0,1,0,0,1
5054099,2,202500,3,5,32,2.0,1,0,0,0,10.0,4,0,1,1,0,0,0,1,0,0,0,1
5062713,1,157500,1,5,40,10.0,1,0,0,0,2.0,3,0,0,1,0,0,0,0,1,0,0,1
5088851,0,112500,3,5,31,6.0,1,0,0,1,6.0,2,0,0,1,0,0,0,1,1,0,0,1
5111117,1,315000,3,5,32,4.0,1,0,0,0,8.0,3,0,0,1,0,0,0,0,1,0,0,1
5118115,1,270000,1,5,37,15.0,1,1,1,0,10.0,3,0,1,1,0,0,0,0,0,0,0,0
5024258,0,162000,1,5,31,2.0,1,0,0,0,14.0,1,0,1,0,0,1,0,0,1,0,0,1
5113976,0,270000,2,5,33,2.0,1,1,1,1,4.0,2,0,1,1,0,0,0,1,0,0,0,1
5099907,2,112500,2,5,30,5.0,1,0,0,0,2.0,4,0,0,1,0,0,0,0,1,0,0,1
5092332,0,58500,1,5,68,38.0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0
5038932,0,94500,3,5,40,17.0,1,0,1,0,15.0,1,0,0,0,1,0,0,0,1,0,0,0
5078924,0,270000,1,5,44,3.0,1,0,1,0,4.0,2,0,1,1,0,0,0,0,1,0,0,1
5068390,1,270000,3,5,38,0.0,1,0,1,1,5.0,2,0,0,0,1,0,0,1,1,0,0,1
5046036,0,99000,1,5,59,38.0,1,0,0,0,0.0,2,0,0,0,0,0,0,1,1,1,0,0
5033788,1,315000,3,5,43,13.0,1,1,1,0,16.0,2,0,0,0,1,0,0,0,1,0,0,1
